06/10/2010,08:00:00,AAA,106,348746
06/10/2010,08:00:00,AAA,105,331580
06/10/2010,08:00:00,AAA,105.5,352352
06/10/2010,08:00:00,AAA,106.5,347253
06/10/2010,08:00:00,AAA,105,330164
06/10/2010,08:00:01,AAA,106.5,332688
06/10/2010,08:00:01,AAA,107,343413
06/10/2010,08:00:02,AAA,107,337008
06/10/2010,08:00:02,AAA,107,346299
06/10/2010,08:00:02,AAA,105,342927
06/10/2010,08:00:05,AAA,107,354739
06/10/2010,08:00:07,AAA,105.5,335504
06/10/2010,08:00:08,AAA,104.5,340119
06/10/2010,08:00:08,AAA,104,345891
06/10/2010,08:00:09,AAA,104,348046
06/10/2010,08:00:09,AAA,105.5,345083
06/10/2010,08:00:11,AAA,104,342093
06/10/2010,08:00:15,AAA,104,337672
06/10/2010,08:00:15,AAA,104.5,347555
06/10/2010,08:00:15,AAA,103.5,330590
06/10/2010,08:00:20,AAA,103.5,345191
06/10/2010,08:00:24,AAA,103,351866
06/10/2010,08:00:26,AAA,102.5,339983
06/10/2010,08:00:26,AAA,102,344369
06/10/2010,08:00:26,AAA,102,354881
06/10/2010,08:00:28,AAA,101.5,334565
06/10/2010,08:00:28,AAA,102,349551
06/10/2010,08:00:31,AAA,103,351263
06/10/2010,08:00:35,AAA,102,339130
06/10/2010,08:00:36,AAA,103,344365
06/10/2010,08:00:36,AAA,103,337975
06/10/2010,08:00:38,AAA,103.5,353616
06/10/2010,08:00:41,AAA,104,353410
06/10/2010,08:00:41,AAA,104.5,352358
06/10/2010,08:00:42,AAA,104,354476
06/10/2010,08:00:42,AAA,103.5,341272
06/10/2010,08:00:42,AAA,103.5,340686
06/10/2010,08:00:42,AAA,103,342137
06/10/2010,08:00:45,AAA,103,335771
06/10/2010,08:00:46,AAA,103,341574
06/10/2010,08:00:50,AAA,102.5,331430
06/10/2010,08:00:54,AAA,102,334797
06/10/2010,08:00:56,AAA,102,331081
06/10/2010,08:00:56,AAA,101.5,344366
06/10/2010,08:00:57,AAA,102.5,343610
06/10/2010,08:00:58,AAA,102.5,338932
06/10/2010,08:01:03,AAA,102,352123
06/10/2010,08:01:03,AAA,102,351993
06/10/2010,08:01:03,AAA,101.5,332694
06/10/2010,08:01:04,AAA,101.5,350636
06/10/2010,08:01:04,AAA,101.5,348116
06/10/2010,08:01:05,AAA,101.5,354297
06/10/2010,08:01:05,AAA,101.5,341651
06/10/2010,08:01:05,AAA,101,353502
06/10/2010,08:01:11,AAA,102,330778
06/10/2010,08:01:11,AAA,101,353623
06/10/2010,08:01:13,AAA,101.5,350950
06/10/2010,08:01:13,AAA,101.5,343623
06/10/2010,08:01:20,AAA,102,349331
06/10/2010,08:01:21,AAA,101.5,339813
06/10/2010,08:01:26,AAA,101.5,353559
06/10/2010,08:01:26,AAA,102,354595
06/10/2010,08:01:29,AAA,101.5,340490
06/10/2010,08:01:32,AAA,101.5,340213
06/10/2010,08:01:32,AAA,102,354948
06/10/2010,08:01:32,AAA,102.5,332508
06/10/2010,08:01:35,AAA,102.5,353475
06/10/2010,08:01:35,AAA,102.5,344665
06/10/2010,08:01:36,AAA,102,348084
06/10/2010,08:01:37,AAA,102,335960
06/10/2010,08:01:37,AAA,102,350005
06/10/2010,08:01:39,AAA,102.5,330514
06/10/2010,08:01:40,AAA,102.5,338437
06/10/2010,08:01:50,AAA,102.5,336042
06/10/2010,08:01:51,AAA,102,354299
06/10/2010,08:01:51,AAA,101.5,337603
06/10/2010,08:01:56,AAA,102.5,343976
06/10/2010,08:01:57,AAA,103,341349
06/10/2010,08:01:57,AAA,103,353076
06/10/2010,08:01:57,AAA,103,343277
06/10/2010,08:01:57,AAA,103,345170
06/10/2010,08:01:57,AAA,102.5,347975
06/10/2010,08:01:59,AAA,103,345553
06/10/2010,08:02:00,AAA,102.5,337377
06/10/2010,08:02:00,AAA,103.5,334986
06/10/2010,08:02:01,AAA,103.5,339512
06/10/2010,08:02:01,AAA,103.5,343450
06/10/2010,08:02:04,AAA,104,347250
06/10/2010,08:02:06,AAA,104.5,343894
06/10/2010,08:02:06,AAA,104,337055
06/10/2010,08:02:06,AAA,104,345986
06/10/2010,08:02:09,AAA,104,337738
06/10/2010,08:02:11,AAA,104,339862
06/10/2010,08:02:11,AAA,104.5,349199
06/10/2010,08:02:12,AAA,104,339879
06/10/2010,08:02:19,AAA,104.5,336184
06/10/2010,08:02:20,AAA,105,353361
06/10/2010,08:02:20,AAA,105,347035
06/10/2010,08:02:21,AAA,105,349349
06/10/2010,08:02:22,AAA,105,332433
06/10/2010,08:02:24,AAA,105,352357
06/10/2010,08:02:26,AAA,105,339158
06/10/2010,08:02:28,AAA,105,336113
06/10/2010,08:02:28,AAA,105,353830
06/10/2010,08:02:37,AAA,104.5,342319
06/10/2010,08:02:38,AAA,105,346663
06/10/2010,08:02:38,AAA,105.5,349392
06/10/2010,08:02:39,AAA,105,340216
